chipPath,sourceImage,bboxIndex,trueLabel,bboxXmin,bboxYmin,bboxXmax,bboxYmax,split
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_109_bb02.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_109.jpg,2,crazing,32,88,145,131,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_11_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_11.jpg,0,crazing,20,68,112,111,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_11_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_11.jpg,1,crazing,85,12,193,70,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_11_bb02.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_11.jpg,2,crazing,62,134,142,184,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_110_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_110.jpg,0,crazing,105,18,193,75,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_110_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_110.jpg,1,crazing,1,16,89,79,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_111_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_111.jpg,0,crazing,37,28,167,109,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_111_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_111.jpg,1,crazing,119,12,199,126,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_112_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_112.jpg,0,crazing,14,44,123,106,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_112_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_112.jpg,1,crazing,3,119,138,182,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/patches/crazing_112_bb02.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_112.jpg,2,patches,124,34,165,112,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_113_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_113.jpg,0,crazing,23,134,123,186,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_113_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_113.jpg,1,crazing,1,48,162,116,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_114_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_114.jpg,0,crazing,41,139,169,188,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_114_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_114.jpg,1,crazing,5,52,46,198,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_114_bb02.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_114.jpg,2,crazing,2,16,94,91,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_115_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_115.jpg,0,crazing,9,25,187,74,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_115_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_115.jpg,1,crazing,24,79,109,135,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_115_bb02.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_115.jpg,2,crazing,97,45,192,141,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_116_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_116.jpg,0,crazing,121,13,174,69,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_116_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_116.jpg,1,crazing,19,113,134,186,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_117_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_117.jpg,0,crazing,12,39,154,144,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_117_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_117.jpg,1,crazing,66,138,169,189,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_118_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_118.jpg,0,crazing,7,144,79,188,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_118_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_118.jpg,1,crazing,1,65,75,138,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_118_bb02.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_118.jpg,2,crazing,44,120,178,173,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_118_bb03.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_118.jpg,3,crazing,58,82,195,133,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_119_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_119.jpg,0,crazing,72,63,193,147,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_119_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_119.jpg,1,crazing,1,112,136,157,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_119_bb02.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_119.jpg,2,crazing,64,14,171,58,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_119_bb03.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_119.jpg,3,crazing,5,18,137,98,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_12_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_12.jpg,0,crazing,1,1,141,50,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_12_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_12.jpg,1,crazing,1,107,119,162,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_120_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_120.jpg,0,crazing,83,6,178,57,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_120_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_120.jpg,1,crazing,106,68,200,108,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_120_bb02.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_120.jpg,2,crazing,1,81,117,146,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_120_bb03.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_120.jpg,3,crazing,1,81,117,146,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_120_bb04.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_120.jpg,4,crazing,91,110,199,152,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_121_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_121.jpg,0,crazing,72,114,173,171,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_121_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_121.jpg,1,crazing,23,21,156,72,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_122_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_122.jpg,0,crazing,82,136,195,166,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_122_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_122.jpg,1,crazing,44,73,109,133,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_123_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_123.jpg,0,crazing,78,121,194,167,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_124_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_124.jpg,0,crazing,42,24,185,71,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_124_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_124.jpg,1,crazing,1,12,39,160,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_125_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_125.jpg,0,crazing,71,80,193,127,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_125_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_125.jpg,1,crazing,64,23,196,93,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_125_bb02.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_125.jpg,2,crazing,114,66,200,177,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_126_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_126.jpg,0,crazing,1,63,108,124,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_126_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_126.jpg,1,crazing,90,23,198,74,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_127_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_127.jpg,0,crazing,13,132,119,191,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_127_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_127.jpg,1,crazing,58,24,145,115,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_128_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_128.jpg,0,crazing,1,34,60,95,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_128_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_128.jpg,1,crazing,89,79,156,137,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_128_bb02.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_128.jpg,2,crazing,90,28,174,75,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_129_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_129.jpg,0,crazing,1,76,94,123,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_129_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_129.jpg,1,crazing,98,58,169,134,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_13_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_13.jpg,0,crazing,71,21,140,114,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_13_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_13.jpg,1,crazing,1,126,89,176,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_13_bb02.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_13.jpg,2,crazing,124,117,199,173,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_130_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_130.jpg,0,crazing,2,134,155,179,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_130_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_130.jpg,1,crazing,2,6,84,99,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_130_bb02.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_130.jpg,2,crazing,77,104,199,158,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_131_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_131.jpg,0,crazing,1,21,153,76,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_131_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_131.jpg,1,crazing,18,130,122,186,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_131_bb02.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_131.jpg,2,crazing,131,17,194,106,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_132_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_132.jpg,0,crazing,45,29,148,83,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_132_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_132.jpg,1,crazing,37,89,152,149,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_133_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_133.jpg,0,crazing,57,137,162,194,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_133_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_133.jpg,1,crazing,47,94,169,161,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_134_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_134.jpg,0,crazing,33,26,133,80,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_134_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_134.jpg,1,crazing,40,89,141,148,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_135_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_135.jpg,0,crazing,13,23,158,106,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_135_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_135.jpg,1,crazing,50,117,178,191,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_136_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_136.jpg,0,crazing,1,88,88,144,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_136_bb01.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_136.jpg,1,crazing,126,111,191,184,train
/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/results/chips/train/crazing/crazing_137_bb00.png,/Users/christopherbrantner/local/projects/portfolio/surface-defect-classifier/NEU-DET/train/images/crazing/crazing_137.jpg,0,crazing,32,78,164,136,train
